DATAFLOW,LAST UPDATE,freq,leg_form,farmtype,so_eur,crops,uaarea,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Austria,2020,16080,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Belgium,2010,7090,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Belgium,2013,6810,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Belgium,2016,6480,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Belgium,2020,6150,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Bulgaria,2010,3060,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Bulgaria,2013,3410,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Bulgaria,2016,4340,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Bulgaria,2020,6650,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Cyprus,2010,290,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Cyprus,2013,290,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Cyprus,2016,280,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Cyprus,2020,360,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Czechia,2010,2310,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Czechia,2013,2370,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Czechia,2016,2380,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Czechia,2020,2570,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Germany,2010,45100,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Germany,2013,42530,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Germany,2016,39780,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Germany,2020,35970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Denmark,2010,4900,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Denmark,2013,4360,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Denmark,2016,3830,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Denmark,2020,3340,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Estonia,2010,1170,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Estonia,2013,1180,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Estonia,2016,1120,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Estonia,2020,1040,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Greece,2010,10850,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Greece,2013,11120,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Greece,2016,10030,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Greece,2020,10180,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Spain,2010,54730,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Spain,2013,53550,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Spain,2016,51980,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Spain,2020,51030,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Finland,2010,11970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Finland,2013,10940,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Finland,2016,9340,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Finland,2020,7940,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,France,2010,55240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,France,2013,47440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,France,2016,46930,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,France,2020,39750,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Croatia,2010,3500,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Croatia,2013,3030,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Croatia,2016,3160,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Croatia,2020,3190,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Hungary,2010,7440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Hungary,2013,7490,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Hungary,2016,7760,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Hungary,2020,8070,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Ireland,2010,30360,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Ireland,2013,30290,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Ireland,2016,28740,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Ireland,2020,27390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Italy,2010,40920,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Italy,2013,39870,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Italy,2016,42670,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Italy,2020,40960,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Lithuania,2010,5870,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Lithuania,2013,5560,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Lithuania,2016,5370,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Lithuania,2020,5100,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Luxembourg,2010,240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Luxembourg,2013,210,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Luxembourg,2016,200,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Luxembourg,2020,170,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Latvia,2010,3950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Latvia,2013,4140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Latvia,2016,3760,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Latvia,2020,3260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Malta,2010,,,C
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Malta,2013,,,C
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Malta,2020,,,C
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Netherlands,2010,11680,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Netherlands,2013,10980,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Netherlands,2016,10250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Netherlands,2020,9020,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Poland,2010,35310,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Poland,2013,40440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Poland,2016,40390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Poland,2020,44260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Portugal,2010,5320,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Portugal,2013,6150,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Portugal,2016,5790,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Portugal,2020,6140,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Romania,2010,8210,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Romania,2013,8470,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Romania,2016,7460,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Romania,2020,16890,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Sweden,2010,8750,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Sweden,2013,7220,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Sweden,2016,6460,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Sweden,2020,5750,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovenia,2010,970,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovenia,2013,1070,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovenia,2016,1250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovenia,2020,1200,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovakia,2010,700,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovakia,2013,730,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovakia,2016,920,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 30 to 49.9 ha,Holding,Slovakia,2020,1060,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Austria,2010,194040,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Austria,2013,178250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Austria,2016,161060,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Austria,2020,138450,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Belgium,2010,37620,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Belgium,2013,36570,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Belgium,2016,35280,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Belgium,2020,34690,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Bulgaria,2010,72700,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Bulgaria,2013,73280,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Bulgaria,2016,68260,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Bulgaria,2020,86950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Cyprus,2010,13890,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Cyprus,2013,12250,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Cyprus,2016,11430,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Cyprus,2020,13880,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Czechia,2010,29390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Czechia,2013,34790,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Czechia,2016,36880,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Czechia,2020,31660,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Germany,2010,343950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Germany,2013,325770,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Germany,2016,324290,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Germany,2020,324740,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Denmark,2010,57640,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Denmark,2013,55770,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Denmark,2016,55300,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Denmark,2020,49780,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Estonia,2010,29300,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Estonia,2013,28470,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Estonia,2016,25580,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Estonia,2020,21240,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Greece,2010,603720,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Greece,2013,584440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Greece,2016,573170,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Greece,2020,489390,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Spain,2010,995440,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Spain,2013,997130,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Spain,2016,998120,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Spain,2020,939230,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Finland,2010,55580,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Finland,2013,46160,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Finland,2016,47550,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Finland,2020,44850,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,France,2010,332500,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,France,2013,293570,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,France,2016,303350,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,France,2020,247640,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Croatia,2010,217200,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Croatia,2013,171950,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Croatia,2016,139010,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Croatia,2020,146790,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Hungary,2010,183910,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Hungary,2013,179070,,
ESTAT:EF_M_FARMLEG(1.0),26/03/24 23:00:00,Annual,Total,Total,Total,Utilised agricultural area,From 5 to 9.9 ha,Hectare,Hungary,2016,193370,,
