DATAFLOW,LAST UPDATE,freq,unit,crops,agprdmet,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2012,2.45,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2013,2.45,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2014,2.34,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2015,2.43,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2016,3.48,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2017,3.73,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2018,3.92,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2019,5.71,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2020,6.03,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2021,5.81,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2022,6.31,b,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2000,0.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2001,0.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2002,0.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2003,0.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2004,0.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2005,0.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2006,0.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2007,1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2008,1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2009,1.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2010,1.1,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2011,1.1,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2012,1.16,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2013,1.20,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2014,1.16,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2015,1.65,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2016,1.72,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2017,1.66,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2018,1.65,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2019,1.63,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2020,1.66,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2021,2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Ireland,2022,2.20,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2000,6.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2001,8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2002,7.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2003,7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2004,6.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2005,7.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2006,7.9,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2007,7.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2008,7.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2009,8.1,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2010,8.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2011,8.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2012,9.30,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2013,10.60,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2014,10.91,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2015,11.79,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2016,13.99,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2017,14.67,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2018,15.17,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2019,15.16,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2020,15.96,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2021,16.83,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Italy,2022,18.14,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2004,1.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2005,2.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2006,3.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2007,4.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2008,4.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2009,4.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2010,5.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2011,5.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2012,5.51,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2013,5.74,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2014,5.57,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2015,7.11,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2016,7.50,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2017,7.98,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2018,8.13,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2019,8.14,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2020,8.00,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2021,8.91,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2022,9.32,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2000,0.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2001,1.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2002,2.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2003,2.3,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2004,2.5,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2005,2.4,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2006,2.4,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2007,2.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2008,2.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2009,2.7,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2010,2.8,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2011,2.8,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2012,3.14,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2013,3.39,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2014,3.43,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2015,3.21,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2016,3.47,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2017,4.15,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2018,4.39,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2019,4.42,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2020,4.63,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2021,5.19,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Luxembourg,2022,6.23,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2004,1.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2005,6.8,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2006,9.4,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2007,8.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2008,8.9,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2009,8.7,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2010,9.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2011,10.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2012,10.63,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2013,9.89,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2014,10.86,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2015,12.29,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2016,13.42,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2017,13.92,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2018,14.47,p,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2019,14.79,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2020,14.79,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2021,15.34,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2022,15.88,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2004,0,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2005,0.1,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2006,0.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2007,0.3,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2008,0.4,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2009,0.5,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2010,0.2,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2011,0.2,e,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2012,0.32,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2013,0.06,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2014,0.29,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2015,0.25,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2016,0.21,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2017,0.35,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2018,0.41,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2019,0.47,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2020,0.62,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2021,0.61,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Malta,2022,0.62,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2000,1.6,,
ESTAT:SDG_02_40(1.0),27/01/25 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Netherlands,2001,1.9,,
