DATAFLOW,LAST UPDATE,freq,unit,landuse,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2014,72545,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2015,72545,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2016,72545,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2017,72545,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2018,77048,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2019,77048,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2020,77048,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2021,83396,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2022,83396,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Italy,2023,83396,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,1995,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,1996,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,1997,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,1998,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,1999,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2000,8337,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2001,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2002,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2003,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2004,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2005,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2006,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2007,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2008,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2009,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2010,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2011,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2012,8874,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2013,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2014,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2015,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2016,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2017,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2018,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2019,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2020,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2021,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2022,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Lithuania,2023,8873,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,1995,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,1996,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,1997,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,1998,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,1999,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2000,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2001,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2002,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2003,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2004,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2005,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2006,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2007,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2008,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2009,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2010,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2011,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2012,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2018,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2019,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2020,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2021,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2022,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Luxembourg,2023,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,1995,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,1996,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,1997,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,1998,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,1999,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2000,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2001,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2002,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2003,26089,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2004,26000,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2005,26000,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2006,26000,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2007,25999,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2008,25979,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2009,25979,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2010,25979,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2011,25978,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2012,25978,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2013,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2014,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2015,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2016,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2017,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2018,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2019,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2020,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2021,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2022,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Latvia,2023,25992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,1995,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,1996,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,1997,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,1998,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,1999,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2000,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2001,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2002,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2003,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2004,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2005,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2006,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2007,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2008,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2009,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2010,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2011,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2012,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2018,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2019,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2020,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2021,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2022,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Malta,2023,,m,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,1995,874.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,1996,874.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,1997,874.6,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,1998,874.6,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,1999,874.6,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2000,875.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2001,875.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2002,875.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2003,875.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2004,875.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2005,876,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2006,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2007,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2008,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2009,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2010,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2011,875.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2012,876.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2013,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2014,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2015,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2016,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2017,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2018,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2019,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2020,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2021,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2022,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Netherlands,2023,749,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2013,163062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2014,163062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2015,163062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2016,163062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2017,163062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2018,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2019,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2020,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2021,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2022,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Poland,2023,166883,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2004,72693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2005,72774.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2006,72773.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2007,72774.1,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2008,72773.3,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2009,72825.3,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2010,72827.3,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2011,72827.4,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2012,72827,bp,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2013,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2014,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2015,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2016,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2017,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2018,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2019,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2020,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2021,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2022,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Portugal,2023,72828,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,1995,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,1996,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,1997,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,1998,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,1999,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2000,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2001,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2002,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2003,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2004,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2005,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2006,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2007,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2008,161678,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2009,161677.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2010,161677.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2011,161677.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2012,161677.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2013,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2014,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2015,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2016,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2017,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2018,161667,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Predominantly rural regions,Romania,2019,161667,,
