DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2004,1311247.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2005,1367073.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2006,1427498.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2007,1489575.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2008,1538559.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2009,1543241.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2010,1588810.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2011,1629675.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2012,1652211.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2013,1677542.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2014,1698846.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2015,1725924.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2016,1757523.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2017,1801049.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2018,1845538.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2019,1887995.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2020,1829584.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2021,1950423.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2022,2087004.1,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,France,2023,2225396.2,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,1995,16118.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,1996,16675.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,1997,18757.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,1998,19675.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,1999,18990.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2000,20110.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2001,21961.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2002,24624.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2003,25780.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2004,27886.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2005,30428.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2006,32638.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2007,35623.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2008,39131.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2009,37209.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2010,37376.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2011,37843.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2012,37502.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2013,37302.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2014,36456.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2015,36535.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2016,37587.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2017,39448.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2018,41565.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2019,43745.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2020,42317.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2021,47270.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2022,54191.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Croatia,2023,61307.7,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,1995,27235.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,1996,27440.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,1997,30352.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,1998,31620.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,1999,34792.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2000,38732.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2001,45025.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2002,54835.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2003,59816.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2004,64512.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2005,69885.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2006,69283.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2007,76836.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2008,81104.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2009,71382.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2010,73818.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2011,74791.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2012,73699.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2013,73381.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2014,74289.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2015,77377.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2016,81285.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2017,89396.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2018,93989.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2019,101828.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2020,97920.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2021,106830.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2022,118738.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Hungary,2023,137694.4,p,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,1995,36819.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,1996,41387.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,1997,48487.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,1998,51656.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,1999,57973.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2000,66908.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2001,74440.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2002,82098.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2003,88103.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2004,93648.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2005,101659.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2006,111035.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2007,122256.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2008,125543.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2009,114114.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2010,110728.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2011,111956.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2012,111452.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2013,111655.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2014,115780.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2015,119851.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2016,125626.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2017,131564.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2018,140332.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2019,148439.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2020,142740.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2021,158436.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2022,183566.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Ireland,2023,205966.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,1995,682206.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,1996,783400.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,1997,838408.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,1998,872477.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,1999,912813.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2000,968768.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2001,1013341.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2002,1046381.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2003,1091041.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2004,1133396.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2005,1177858.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2006,1223823.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2007,1260361.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2008,1293441.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2009,1281301.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2010,1310985.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2011,1336975.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2012,1321738.5,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2013,1307920.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2014,1310873.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2015,1328395.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2016,1348930.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2017,1380483.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2018,1404188.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2019,1414935.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2020,1312447.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2021,1399524.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2022,1538987.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Italy,2023,1617827.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,1995,4546.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,1996,5871.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,1997,7682.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,1998,8782.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,1999,9179.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2000,10882.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2001,11785.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2002,12841.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2003,13932.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2004,15306.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2005,17379.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2006,20016.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2007,23417.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2008,27242.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2009,23945.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2010,23284.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2011,24958.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2012,26298.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2013,27245.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2014,28315.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2015,29365.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2016,30662.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2017,32646.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2018,34798.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2019,37006.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2020,37400.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2021,41779.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2022,49928.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Lithuania,2023,54726.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,1995,9589.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,1996,9880.2,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,1997,10067.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,1998,10596.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,1999,11580.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2000,12542.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2001,13409.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2002,14390.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2003,15204.6,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2004,15913.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2005,16629.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2006,17564.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2007,18376.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2008,19462.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2009,20111.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2010,21273.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2011,22368.9,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2012,23547.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2013,24361.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2014,25258.7,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2015,26260.4,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2016,27153.1,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2017,28740.8,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2018,30287.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2019,31735.3,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2020,31414.0,,
ESTAT:NAMA_10_GDP(1.0),17/02/25 23:00:00,Annual,"Current prices, million euro",Final consumption expenditure,Luxembourg,2021,34629.2,,
